gene	tSNE_x	tSNE_y	D02_MDDC_Ifnb.resp.tsv	D03_MDDC_Ifnb.resp.tsv	D11_MDDC_Ifnb.resp.tsv	Interagrated	D02_MDDC_Ctrl_0h	D02_MDDC_Ifnb_1h	D02_MDDC_Ifnb_2h	D02_MDDC_Ifnb_4h	D02_MDDC_Ifnb_6h	D02_MDDC_Ifnb_12h	D02_MDDC_Ifnb_24h	D03_MDDC_Ctrl_0h	D03_MDDC_Ifnb_1h	D03_MDDC_Ifnb_2h	D03_MDDC_Ifnb_4h	D03_MDDC_Ifnb_6h	D03_MDDC_Ifnb_12h	D03_MDDC_Ifnb_24h	D11_MDDC_Ctrl_0h	D11_MDDC_Ifnb_1h	D11_MDDC_Ifnb_2h	D11_MDDC_Ifnb_4h	D11_MDDC_Ifnb_6h	D11_MDDC_Ifnb_12h	D11_MDDC_Ifnb_24h
PDE1B	19.7682615358	4.54373343933	5	4	4	1	1.05	1.45	1.4	2.94	3.84	6.39	4.38	2.37	2.92	1.9	3.22	6.44	14.86	14.32	0.7	1.07	1.42	1.29	4.13	7.68	6.82
PDE4B	20.7843818678	6.37216665496	4	4	4	1	1.16	11.4	3.7	3.42	13.94	12.81	12.34	1.34	11.08	3.28	2.29	9.88	14.54	10.79	3.35	19.2	8.25	3.36	11.69	16.54	15.38
PDF	16.2339798935	-0.166977732102	5	2	4	1	1.58	1.8	4.33	3.34	3.85	5.88	4.89	6.13	5.99	5.73	5.07	2.83	4.3	6.07	2.49	3.84	2.78	1.95	3.89	3.61	4.09
PDGFA	19.760874162	5.45768475045	5	4	4	1	3.95	2.86	2.35	4.39	3.34	6.72	5.18	5.4	4.63	4.82	6.35	10.96	16.21	11.17	3.3	2.72	3.34	4.53	4.9	7.27	5.18
PDGFRL	18.4024820346	-1.23546297673	5	2	4	1	0.25	0.49	1.1	6.32	10.84	43.77	59.58	0.26	0.34	1.31	5.48	22.5	59.37	97.19	0.07	0.49	0.88	3.99	10.84	37.6	29.51
PDIA3P1	15.4957583066	-6.34437246106	1	2	3	0	1.57	2.52	3.3	3.54	1.57	3.14	4.82	2.66	2.17	3.11	1.3	0.9	1.82	5.35	2.11	1.98	3.62	2.47	2.95	2.48	8.22
PDLIM4	13.1172454722	10.3133140406	5	4	2	1	6.54	5.61	6.39	9.77	14.16	14.79	12.47	12.53	14.11	12.44	19.98	27.49	26.33	17.36	6.11	5.32	5.16	7.71	9.21	6.71	4.83
PELI1	9.91299545302	-7.93013166547	2	0	1	3	11.57	21.89	13.54	12.28	11.21	6.97	10.64	12.05	27.04	22.26	12.0	13.02	11.15	12.27	17.56	26.59	19.42	18.46	17.26	13.51	15.69
PER1	10.2186314323	-8.01196567329	2	0	1	3	3.99	15.36	6.67	2.47	2.87	3.91	3.96	2.88	16.78	7.12	2.01	2.35	3.95	4.84	4.69	20.22	8.22	2.76	2.49	4.74	6.65
PFKFB3	14.7267059808	9.38556211947	4	4	4	1	14.48	21.45	22.74	44.93	48.85	33.92	24.56	14.17	24.87	31.32	37.42	57.14	54.33	37.95	21.3	37.19	46.28	57.31	97.47	82.89	53.09
PFKP	19.5449472938	6.1064991969	5	4	4	1	76.29	84.96	82.8	126.37	150.16	179.29	134.22	105.01	103.17	118.78	140.3	194.66	227.81	197.69	76.65	88.72	103.19	129.7	210.3	276.56	192.26
PGAM1	16.8840286477	-3.69866466886	1	2	3	0	198.7	246.38	218.64	232.64	228.19	286.22	415.3	211.98	217.41	234.94	251.02	317.94	499.94	628.56	83.07	87.1	91.35	107.84	113.83	142.01	189.52
PGAP1	9.41027435415	6.04712144518	3	5	2	5	0.29	0.37	0.9	2.14	1.71	0.49	0.54	0.24	0.19	0.58	1.25	1.88	0.73	0.93	0.31	0.28	0.78	1.78	1.42	1.12	1.08
PGM5P2	9.5921317436	-4.57684578357	2	0	2	3	3.01	9.14	7.18	7.67	6.02	3.36	4.18	3.38	7.06	4.44	3.82	3.89	0.4	0.51	0.76	0.79	0.53	1.56	1.27	0.27	0.9
PHACTR2	18.7180016619	6.33479178588	4	4	4	1	20.38	24.44	19.36	28.46	35.66	35.84	32.69	17.16	19.41	19.35	24.15	42.04	61.05	52.73	23.15	25.6	25.87	40.46	51.97	64.65	49.77
PHACTR4	12.2724865065	2.31305877899	5	4	2	1	13.55	18.41	40.14	51.79	56.5	65.37	56.1	17.04	18.86	41.59	53.65	63.31	67.6	65.21	21.59	25.33	63.74	91.92	97.12	106.08	95.48
PHF11	15.5691671547	6.17962193433	4	4	4	1	13.88	19.53	21.77	60.29	84.74	77.5	82.01	13.77	15.14	17.64	56.59	71.88	71.31	75.96	16.08	16.13	22.1	58.75	75.35	77.71	75.96
PHLDA1	7.74715484762	-2.75529332771	3	0	1	3	14.28	18.98	26.68	33.93	24.06	9.4	10.65	22.49	24.91	27.15	22.01	15.63	6.49	6.01	27.43	23.36	20.39	22.58	15.16	6.58	5.42
PHLDA2	19.4878321684	3.9406924599	5	4	4	1	3.28	2.47	5.34	8.43	15.17	34.21	25.26	3.08	2.43	6.9	8.55	12.5	15.37	16.02	1.72	4.05	5.93	11.55	19.58	41.56	29.06
PI4K2B	14.8576729897	7.60541431972	4	4	4	1	10.25	13.41	26.68	123.88	165.58	137.85	121.48	10.41	13.55	30.06	97.89	192.01	182.18	150.03	9.66	12.69	25.05	109.45	145.14	157.71	122.57
PIGB	17.713198679	-1.36387266591	5	2	3	1	7.97	7.05	8.87	10.5	11.29	14.46	15.47	8.75	10.45	11.05	9.35	12.77	13.5	18.56	6.37	8.03	8.26	7.32	11.93	12.09	14.86
PIK3AP1	17.2922900338	3.40892170034	5	4	4	1	156.88	170.68	146.47	209.07	218.95	260.36	274.39	172.18	169.68	173.56	175.37	247.2	373.4	389.53	179.19	183.14	188.27	262.57	288.78	383.82	365.38
PIK3CA	9.14868965525	7.35680591053	3	5	2	5	17.17	21.99	18.03	36.81	32.89	18.57	21.7	17.35	18.17	18.73	25.54	31.85	23.06	22.63	20.43	19.48	20.61	38.95	32.45	25.45	27.06
PIK3CD-AS1	17.2202340411	-2.30629281105	5	2	3	0	1.29	2.05	2.04	4.02	3.23	6.14	8.14	1.26	0.64	1.08	1.47	1.78	3.56	5.79	0.53	1.45	1.74	1.57	3.47	5.19	6.58
PIK3R3	10.9755750784	8.1801960737	3	4	2	5	0.5	0.37	0.55	2.5	2.36	0.92	0.62	0.58	0.49	0.64	2.68	4.28	3.45	2.7	0.54	0.3	0.59	2.22	3.6	2.08	1.27
PILRA	18.1305457449	-2.62590611178	5	2	3	0	223.52	222.55	200.61	171.98	206.74	443.7	522.66	215.08	210.12	198.42	192.79	218.76	320.36	448.84	214.08	204.35	195.15	177.13	230.42	340.01	371.34
PILRB	18.7406643453	-5.09345116791	1	2	4	0	5.35	5.85	5.69	4.9	5.25	7.84	13.31	1.11	0.09	0.0	0.11	0.08	0.44	0.91	1.09	1.54	0.73	1.7	1.28	4.57	2.69
PIM1	4.85240751609	-2.9549882688	2	1	1	3	15.26	68.81	61.31	20.71	25.94	9.48	10.04	19.08	66.15	65.23	20.46	23.25	10.36	10.63	23.8	81.83	88.73	36.51	33.18	22.82	19.19
PIM3	6.84373907192	2.6607289537	0	1	2	4	33.23	98.12	202.93	139.63	153.56	94.3	99.03	47.76	84.53	194.39	142.11	176.03	124.31	115.99	27.15	86.97	175.19	127.75	139.16	97.52	71.52
PITX1	19.3215659255	5.57788507492	5	4	4	1	0.2	0.0	0.27	0.68	0.91	1.38	1.03	0.17	0.33	0.22	1.19	3.09	4.13	4.23	0.29	0.78	0.0	1.19	2.31	3.59	2.16
PIWIL4	16.2622827835	-3.99771471801	1	2	3	0	0.97	1.98	4.17	3.44	4.96	7.98	17.37	0.84	1.49	2.34	3.53	6.67	9.24	20.18	1.06	1.05	3.03	5.27	5.22	10.28	23.87
PKD1P1	13.5123985799	-5.92843321002	1	2	3	0	2.74	4.38	2.66	2.8	1.7	2.15	4.69	2.18	2.73	2.67	1.14	2.1	3.95	5.54	3.47	4.19	4.74	1.98	1.83	5.03	8.33
PKD2L1	8.40522678746	1.91643419095	4	5	2	4	1.27	3.17	3.37	3.66	4.77	2.32	2.19	1.17	2.12	3.62	3.41	4.17	1.52	1.5	1.25	0.9	2.1	1.77	1.49	1.24	1.72
PKN2	10.994499149	6.18092281095	3	5	2	5	6.89	7.98	10.01	24.72	21.16	13.97	15.49	6.95	7.7	8.39	19.24	18.66	20.38	19.88	11.3	10.38	11.68	29.99	27.43	25.51	28.84
PLA2G16	19.1230697409	3.0529695681	5	4	4	1	42.17	39.94	46.08	70.57	125.93	260.83	255.67	38.51	35.19	43.1	69.82	133.33	188.32	187.67	58.85	53.16	60.28	88.53	153.04	275.7	278.38
PLA2G2D	16.7951557243	-4.99973154954	1	2	3	0	1.35	2.01	1.47	0.5	1.45	3.46	9.14	0.2	0.42	0.19	0.24	0.97	1.36	4.11	0.37	0.08	0.1	0.38	0.5	2.15	5.38
PLA2G4C	17.5082402646	-3.61247544306	1	2	3	0	6.33	7.03	6.16	5.98	5.78	17.51	23.08	5.81	5.0	5.86	3.24	4.05	20.56	32.22	3.95	4.08	4.45	3.73	3.4	12.81	21.04
PLA2G7	17.3330398531	-5.08163052427	1	2	3	0	687.03	652.73	590.99	581.62	582.44	1238.65	1637.52	786.25	739.92	772.12	624.84	641.94	1057.58	1392.22	626.08	567.26	543.31	515.49	442.9	702.39	897.28
PLAA	13.8993419926	0.220059470851	1	4	2	5	14.56	16.85	15.64	23.34	20.79	20.55	26.58	13.81	13.48	19.41	22.74	23.74	25.76	29.97	16.74	17.55	21.69	29.87	23.18	26.61	31.75
PLAGL1	11.1916876643	6.65297280002	3	4	2	5	0.9	0.97	1.25	3.16	2.34	0.98	1.28	0.75	0.65	0.87	1.08	2.08	1.65	1.77	1.31	1.08	1.57	2.87	3.69	2.94	2.62
PLCD1	13.4893189825	-6.07650008944	1	2	3	0	2.39	2.96	2.23	2.31	1.94	1.37	3.59	1.86	2.37	1.5	2.28	2.42	2.52	5.94	1.99	2.13	1.51	1.58	2.12	3.57	3.54
PLCL2	9.01909898019	7.4289990977	3	5	2	5	14.91	15.12	10.78	27.8	25.94	12.13	13.69	11.39	10.24	10.82	20.28	23.24	14.65	14.5	19.39	20.72	18.69	39.9	38.51	26.25	28.45
PLEK	6.03516152249	2.19955913512	0	1	1	4	276.06	539.09	806.06	660.9	472.64	450.4	391.38	351.92	492.76	890.73	571.62	530.25	529.46	430.13	320.14	664.02	995.53	745.02	509.3	510.17	502.24
PLEKHA2	12.80219524	6.28139361914	3	4	2	5	35.41	43.36	36.55	67.01	63.05	57.89	62.92	35.77	35.91	34.59	53.46	69.51	91.21	87.92	39.26	43.5	40.41	72.04	70.44	82.1	86.75
PLEKHA4	17.5216857961	-2.42296635504	5	2	3	0	0.1	0.47	0.46	1.63	3.0	7.38	10.83	0.07	0.29	0.58	1.54	4.49	10.64	19.27	0.05	0.3	0.59	2.95	4.86	13.58	17.91
PLEKHA8P1	18.3133524867	-5.29415970497	1	2	3	0	1.7	1.97	0.59	1.55	1.63	2.32	2.93	1.37	1.27	0.92	1.09	1.53	1.71	3.0	1.42	1.23	0.51	0.42	1.52	1.95	3.96
PLEKHB2	11.9182985265	-5.13317493803	2	4	2	5	4.28	5.58	4.91	5.32	4.47	2.78	3.12	4.03	4.74	4.16	4.98	4.72	12.34	10.5	11.51	12.54	12.69	14.51	13.25	11.21	12.47
PLEKHF1	11.8236381015	0.766431187586	5	1	3	4	0.9	1.4	1.3	1.2	1.35	2.42	2.13	1.32	1.2	2.57	1.29	1.35	2.03	2.03	1.04	1.17	2.26	1.78	1.33	2.13	3.77
PLEKHG3	17.6806135315	0.690654167082	5	4	4	1	3.15	2.07	0.87	0.81	1.63	2.37	1.98	0.38	0.15	0.08	0.17	1.14	1.46	1.62	1.29	0.87	0.37	0.63	2.98	4.23	2.91
PLEKHO1	17.5223320758	3.84034085775	5	4	4	1	85.05	90.95	108.37	279.42	341.11	510.73	511.8	82.28	79.65	110.19	274.43	410.57	580.45	593.16	72.9	69.93	99.56	236.68	309.65	428.98	393.7
PLK2	15.5375089689	-8.39667597035	1	2	3	0	2.8	3.48	1.42	1.71	1.71	2.12	4.43	1.86	2.78	0.89	1.33	0.64	1.29	3.01	4.41	4.22	3.37	4.8	3.32	4.95	11.28
PLK3	5.91476405965	3.25980831734	0	1	1	4	10.67	16.45	25.06	15.22	19.32	15.19	16.95	12.62	20.17	24.66	16.6	20.27	20.62	21.1	15.33	24.17	32.04	23.6	21.8	23.4	26.95
PLOD2	8.23564805521	5.65778632368	3	4	2	5	0.39	0.79	0.67	1.94	1.36	0.55	1.4	0.22	0.1	0.36	0.11	0.4	0.21	0.0	0.6	0.61	0.73	1.26	1.15	0.59	1.15
PLSCR1	17.1519696586	3.37980327171	5	4	3	1	29.57	43.14	75.16	267.55	448.82	643.98	731.72	31.99	42.65	65.66	250.61	418.49	575.02	635.43	40.79	42.51	77.15	250.74	310.87	423.99	494.15
PLSCR2	12.4611924293	-2.85202882329	3	1	3	4	0.98	0.7	1.32	1.94	1.37	0.74	0.69	0.13	0.65	1.79	0.56	1.24	0.97	1.34	0.0	0.2	0.12	0.0	0.0	0.43	0.43
PLSCR4	8.55862124673	6.54147438864	4	5	2	5	0.0	0.12	1.44	5.42	6.74	1.22	0.45	0.0	0.09	0.75	4.43	4.43	1.43	0.6	0.0	0.18	0.61	4.25	3.47	1.89	0.58
PMAIP1	9.09922043595	2.44349580096	3	5	2	4	1.7	24.52	37.42	58.59	52.21	27.17	29.48	2.37	19.59	44.97	48.15	47.72	18.48	23.39	1.07	8.75	18.93	29.91	25.3	15.48	14.9
PMF1-BGLAP	10.9043895118	-5.78052704027	0	5	4	3	1.64	2.54	4.67	1.84	1.13	0.0	2.3	0.0	0.0	0.0	1.43	1.39	0.64	2.03	1.28	1.52	0.35	0.48	1.53	1.17	0.93
PML	12.5142835229	3.09572387772	4	4	2	5	26.29	44.3	128.54	264.61	264.73	276.82	288.35	23.69	42.86	112.15	220.75	230.04	265.54	350.44	28.1	59.93	201.7	364.79	357.09	362.49	356.96
PNKP	12.7015788235	-4.61149153212	0	4	3	0	15.13	17.29	18.69	19.13	14.46	14.54	16.29	12.71	12.7	13.11	15.45	11.95	20.82	20.92	8.13	11.35	12.82	12.88	11.87	18.06	18.5
PNPT1	14.0906496307	7.02581017605	4	4	2	5	6.16	12.1	22.55	76.81	96.71	78.32	81.74	6.39	10.19	20.73	76.25	116.75	95.07	88.86	8.15	11.84	25.61	104.84	128.81	104.8	104.83
PNRC2	11.1366374672	1.39605948977	1	4	3	4	103.15	121.55	159.29	166.56	175.67	173.74	227.19	84.65	101.37	175.74	142.62	165.57	171.96	209.68	97.75	119.49	166.91	175.74	156.01	183.92	243.83
PODXL	17.7854808129	-2.7388628122	1	2	3	0	0.13	0.31	0.25	0.19	0.59	1.2	1.84	1.5	0.79	1.05	1.11	1.43	2.73	4.29	0.11	0.23	0.15	0.16	0.59	1.77	2.24
POLA2	17.2132629672	3.38588759792	5	4	3	1	5.19	5.09	6.06	9.93	13.75	15.16	14.61	3.53	4.79	4.29	5.41	11.05	14.9	20.1	4.52	6.85	4.9	9.77	13.17	21.64	23.51
POLK	16.0858511393	-2.89333958225	1	2	3	0	17.26	18.32	13.71	20.99	21.72	26.25	34.36	15.28	16.39	12.43	16.35	20.65	29.16	39.15	22.2	15.52	15.07	23.71	26.42	31.37	46.38
POLR3D	14.6971911056	8.9226909655	3	4	4	1	5.28	6.88	5.35	10.88	8.09	9.68	8.96	4.39	6.53	5.0	5.64	10.08	11.9	10.39	5.86	6.61	7.24	10.09	14.45	15.26	12.27
POMGNT2	15.79771763	-3.3317495014	1	2	3	0	4.15	3.13	3.34	5.01	5.5	6.15	7.92	3.23	4.0	5.23	5.7	6.25	6.76	10.26	4.06	3.98	3.03	3.22	4.48	3.92	5.54
PPA1	13.1487945582	10.2254153336	4	5	4	1	22.51	26.57	37.91	73.7	135.58	128.44	86.1	21.19	20.27	39.92	72.73	94.77	69.43	48.71	24.3	24.21	31.06	64.75	99.58	82.33	61.43
PPIAL4G	10.178627506	-7.51824921119	2	4	1	3	5.08	6.88	6.22	3.98	5.79	4.09	4.07	4.42	4.09	4.52	3.13	5.05	20.88	15.41	34.34	37.49	46.8	25.64	29.81	22.45	18.62
PPM1K	13.8201952578	7.49044886226	4	4	4	5	6.65	7.63	16.63	59.57	58.65	49.42	46.06	6.94	7.7	13.78	42.32	62.95	59.26	47.88	10.7	10.64	17.67	64.04	73.7	76.42	58.03
PPP1R15A	5.81523540383	3.55032447526	0	1	1	4	27.47	90.75	113.01	87.55	83.36	68.04	73.87	38.96	79.49	120.27	71.12	95.59	97.69	105.67	48.07	100.55	149.08	110.02	123.58	120.61	101.85
PPP1R15B	4.83045767233	-2.98950796303	2	1	1	3	51.15	132.9	141.83	53.05	46.24	39.11	54.38	52.92	126.82	142.48	36.31	43.31	49.63	63.89	57.07	139.86	148.13	55.12	43.91	49.33	65.18
PPP2R2A	10.8181829791	5.01950823457	3	5	2	5	14.54	15.9	35.93	75.16	60.43	48.4	56.76	14.62	15.47	30.71	61.18	61.48	59.81	63.81	16.4	16.73	29.19	63.25	55.67	58.94	58.26
PPP2R4	17.1791236121	-2.35281472262	1	2	3	0	35.18	45.71	41.13	50.21	51.74	62.75	79.36	32.57	33.23	31.83	39.01	51.97	90.22	120.19	31.6	33.57	36.49	46.05	58.46	96.54	114.8
PPP3CC	10.2373390525	7.71273993283	4	5	2	5	9.28	10.95	11.77	27.08	28.06	16.86	18.12	10.07	11.01	13.88	23.79	31.76	20.29	18.63	8.75	9.83	10.78	24.93	25.76	19.49	15.17
PPP4R1L	9.79990816174	3.83529851692	4	5	2	5	0.65	0.86	1.28	1.83	2.17	1.7	1.48	0.79	0.92	0.97	1.68	2.62	1.05	1.53	0.91	1.42	1.62	2.16	1.21	1.98	2.08
PPP4R2	12.6161616653	-3.53386710666	3	4	3	5	29.58	31.06	32.36	44.59	33.44	26.1	39.39	23.84	29.17	35.11	32.78	40.44	41.98	48.75	25.32	29.07	31.09	39.42	30.62	37.46	44.6
PQLC1	12.6078961705	-3.30210365374	4	4	3	5	35.41	46.96	42.8	47.24	47.11	42.9	49.29	30.48	30.79	31.56	40.02	47.05	52.38	63.57	22.78	31.06	30.49	42.11	37.92	46.36	52.58
PRDM1	10.6729673654	-8.01419705015	2	4	1	3	6.45	22.26	7.01	6.86	4.96	7.11	9.16	3.15	13.35	6.25	7.08	7.42	8.6	10.81	9.32	28.01	7.91	11.42	8.1	10.62	13.54
PRICKLE1	12.8377330538	5.02567660855	3	4	3	5	0.33	0.17	0.38	2.47	1.84	1.54	2.28	0.25	0.3	0.42	2.09	3.07	3.09	4.0	0.06	0.29	0.13	1.42	3.27	4.51	5.78
PRKAG2	9.19573963427	5.92907660843	3	5	2	5	30.09	35.59	38.4	64.06	61.13	44.04	56.94	35.52	33.9	46.56	70.62	83.78	59.22	57.15	28.31	27.54	34.12	54.06	49.19	39.92	45.99
PRKCD	15.3686168069	8.77986594538	5	4	4	1	71.22	73.97	57.07	98.22	94.54	105.96	96.75	63.69	58.66	54.83	77.68	107.57	131.06	112.79	93.94	92.62	89.81	146.27	156.88	213.8	154.36
PRKCE	13.7462481072	7.76402169788	4	4	4	1	3.38	4.67	5.02	12.25	16.71	10.87	11.34	4.71	5.46	4.43	9.26	13.66	15.99	14.49	3.99	5.44	3.81	13.28	17.64	19.62	18.43
PRKCH	18.1232608634	-2.61199758408	1	2	3	0	1.53	1.92	1.62	1.26	2.38	5.42	8.76	2.34	1.77	1.84	1.38	2.78	6.67	9.22	2.84	2.49	1.79	2.54	4.42	11.92	12.5
PRKD2	13.1338178905	4.52237942851	1	2	4	0	5.76	5.75	4.35	8.04	7.68	8.03	11.34	6.28	5.39	4.92	9.95	10.87	13.55	17.14	7.18	6.28	7.41	16.84	19.14	21.75	20.97
PRKRIP1	15.8753499094	-3.94243424172	1	2	3	0	5.02	5.74	7.08	6.67	7.15	8.75	13.67	4.73	6.19	6.36	7.17	7.59	8.66	14.33	3.27	4.79	6.58	9.21	7.58	9.53	13.64
PRLR	12.7712326285	6.93812549589	3	4	2	5	0.29	0.27	0.28	4.67	3.07	3.19	2.62	0.25	0.51	0.51	1.01	1.66	2.37	2.11	0.13	0.11	0.63	2.58	2.04	2.19	1.77
PRMT6	15.8060350053	-2.18675608063	1	2	3	0	7.54	9.0	5.22	11.32	14.33	12.91	19.3	11.63	10.6	6.39	12.45	18.15	23.41	33.66	5.25	5.11	6.11	10.2	12.6	16.14	22.63
PRMT7	13.5784966361	-6.16620351467	1	2	3	0	5.67	5.36	3.72	3.88	2.51	3.14	6.38	3.65	3.93	2.87	2.19	2.72	6.5	9.09	4.52	3.22	4.3	3.7	4.97	7.63	9.16
PROCR	16.9686180694	-3.76331090896	1	2	3	0	0.11	0.88	0.55	0.22	1.48	3.29	8.17	0.74	1.05	2.06	1.82	3.53	6.48	9.31	0.85	0.95	1.27	1.78	3.36	7.38	15.93
PRPF3	12.5905172844	5.30904893506	4	4	2	5	14.65	13.47	8.95	20.36	20.87	18.0	22.22	10.34	11.62	10.42	19.87	22.75	23.22	27.19	15.54	15.66	15.13	29.26	28.53	29.75	36.18
PRR4	10.3151225561	-2.0354071768	1	0	1	3	1.26	0.0	0.0	0.0	1.71	1.69	3.26	2.72	0.0	0.0	0.55	0.0	0.92	0.0	0.24	3.1	4.12	0.05	3.24	2.92	2.28
PRR5	18.3849127893	6.18403139842	5	4	4	1	4.42	7.06	5.21	12.68	19.11	21.97	20.81	1.57	1.96	1.24	4.59	9.05	18.88	20.89	2.84	2.45	2.02	9.16	17.0	17.86	12.02
PRRG1	13.8074264209	7.27984623133	5	5	2	5	1.85	1.07	1.83	4.55	4.93	5.07	3.45	0.98	1.03	1.07	2.79	2.83	2.88	3.06	1.59	1.24	2.0	6.28	4.95	5.92	4.79
PRRG4	16.9770013194	3.43527314451	4	4	4	1	5.53	7.05	7.04	7.5	11.1	9.61	11.19	3.74	3.29	4.54	5.05	8.4	10.19	11.86	6.43	4.58	5.92	8.42	12.45	12.76	14.96
PSAT1	19.1202986052	7.80866250736	1	2	3	0	108.61	127.47	102.12	99.15	85.87	124.71	227.27	91.74	98.06	103.13	81.01	76.78	102.85	180.6	76.93	74.79	72.0	57.78	67.7	94.18	118.74
PSMA2	19.6284418336	6.39871903419	5	4	4	1	119.32	110.99	123.73	184.95	364.56	487.54	327.57	131.19	117.3	151.29	238.66	411.14	412.83	288.21	148.56	119.22	121.47	226.34	403.32	393.3	281.06
PSMA3	12.4448304667	9.29566646896	4	5	2	5	90.03	85.84	125.65	210.14	274.77	203.2	195.74	96.88	95.73	122.65	253.33	322.3	236.89	179.87	35.35	37.14	49.46	84.4	106.17	77.66	73.83
PSMA4	18.8826064116	4.43849918731	5	4	4	1	144.07	150.53	175.28	297.07	519.11	687.53	680.5	141.45	156.39	188.02	329.51	601.62	694.27	592.62	109.39	112.15	133.62	229.49	428.07	521.15	527.82
PSMA5	19.0610566012	4.57039924957	5	4	4	1	27.47	25.07	31.82	35.63	54.78	64.22	65.27	28.49	31.91	31.48	41.41	64.39	69.33	55.3	13.43	13.73	12.37	17.65	25.58	29.48	30.47
PSMA6	17.5699448421	3.69268036568	5	4	3	1	172.12	182.51	212.74	242.19	316.69	382.62	411.01	172.51	200.03	241.62	296.46	413.2	441.34	378.44	112.63	120.92	117.19	171.17	194.75	219.69	254.47
PSMB10	20.0969877837	5.0809061306	5	4	4	1	122.68	131.56	132.74	155.81	223.73	362.88	310.07	108.43	112.97	106.61	147.61	254.63	399.53	368.94	45.97	56.35	61.92	71.0	139.87	205.97	137.46
PSMB7	16.4303361112	-3.98806757454	1	2	3	0	98.16	87.34	98.41	97.47	108.93	147.82	189.25	101.98	110.78	108.32	127.54	139.08	148.34	206.27	106.43	105.29	107.22	101.01	114.63	122.85	166.33
PSMB8	17.1585947647	6.23484003829	4	4	4	1	115.32	143.84	190.83	269.05	368.72	393.27	404.96	126.99	155.38	194.47	310.22	464.23	515.79	463.77	93.27	113.29	160.57	239.04	343.44	365.36	318.11
PSMB9	19.3860502505	4.09508001878	5	4	4	1	58.3	48.48	71.74	131.21	290.17	638.8	568.5	56.75	51.1	68.1	184.28	305.26	454.05	434.07	60.88	62.82	101.0	178.42	387.42	565.71	479.16
PSMC3IP	16.1661701769	-3.68890873658	5	2	3	0	0.88	0.53	0.12	0.46	0.38	1.4	1.75	0.23	0.09	0.27	0.78	1.47	0.97	2.37	0.88	0.76	0.87	0.89	0.96	1.24	1.89
PSMD12	6.88752962609	0.803943469653	0	1	1	4	45.88	55.27	75.23	77.69	53.87	35.82	47.46	46.33	57.44	105.05	79.76	54.17	39.38	46.27	55.03	69.33	91.62	77.88	60.18	43.09	45.31
PSME1	17.6988098147	-2.91559899363	5	2	3	0	221.71	202.7	207.81	207.0	273.4	765.2	957.42	219.77	208.4	224.75	233.7	323.79	655.39	941.07	211.7	199.56	207.67	216.48	339.3	623.75	975.82
PSME2	20.204573559	4.80307741603	5	4	4	1	169.45	164.38	195.97	192.67	418.14	1398.46	1073.13	154.17	142.91	162.95	217.57	635.82	1276.93	977.26	135.47	122.2	138.94	223.35	528.25	961.85	665.84
PTAFR	13.9169454813	-6.46902154391	1	2	3	0	115.58	133.53	90.94	72.33	66.81	108.18	160.99	84.56	96.24	63.85	39.31	59.21	134.38	197.98	98.88	109.72	78.3	82.62	86.6	150.1	218.52
PTCHD4	16.9304619095	-4.76523175775	1	2	3	0	0.0	0.11	0.17	0.31	0.12	0.65	1.36	0.21	0.25	0.19	0.12	0.17	1.09	1.65	0.77	0.36	0.29	0.36	0.7	1.37	3.03
PTGER2	5.79644513869	3.60649419897	4	4	1	4	23.38	50.69	51.82	48.6	45.88	44.82	55.39	23.52	44.42	57.84	42.44	51.09	63.31	70.95	8.66	18.23	20.61	18.25	18.43	16.04	15.64
PTK2B	15.0593093277	8.78249082545	4	4	4	1	10.23	10.99	10.46	30.66	44.02	33.64	27.48	8.94	8.69	7.12	16.02	35.77	39.93	33.9	10.26	13.4	9.81	32.3	54.38	62.81	54.74
PTMS	20.5193316166	5.64117158656	5	4	4	1	64.97	94.9	81.8	86.93	85.93	121.33	116.61	57.83	60.49	61.46	65.93	104.56	149.7	132.57	67.43	66.05	74.42	70.45	114.17	184.02	117.04
PTP4A1	14.0330985262	0.119703861679	4	2	3	0	96.31	118.57	136.67	223.67	219.82	212.84	292.76	96.07	118.51	164.42	196.78	220.68	252.03	324.36	149.74	161.47	189.13	310.95	296.81	331.71	432.37
PTPLAD2	17.1806548188	-4.96739069697	1	2	3	0	51.11	48.66	44.53	45.95	41.45	68.94	99.2	37.01	38.97	39.19	34.39	31.17	53.65	78.69	36.57	35.4	28.95	27.35	29.46	70.63	102.75
PTPN1	8.82172326037	1.8942027893	3	5	2	4	32.73	40.94	55.16	78.16	46.43	28.81	29.83	38.71	39.79	59.67	64.48	61.06	52.5	56.66	48.94	55.49	91.6	101.13	60.7	49.18	51.86
PTPRO	16.7876928452	-2.0538374806	5	4	3	1	47.07	50.25	45.76	59.04	58.39	72.06	80.58	44.49	43.94	46.63	47.64	64.84	84.36	89.68	32.88	31.83	30.91	48.79	51.01	61.71	82.14
PTRF	18.2975654839	6.28860674352	5	4	4	1	0.28	0.65	0.7	1.47	1.15	1.94	2.1	1.53	1.53	2.05	3.06	7.19	8.59	7.03	0.48	0.59	0.8	1.41	3.0	2.81	1.55
PTX3	6.04084379202	1.35747977505	0	1	1	4	1.37	4.05	6.41	3.95	2.17	1.56	1.77	2.37	4.15	10.52	2.69	2.42	1.24	0.71	0.92	2.17	4.32	3.06	0.72	0.35	0.56
